,model,black box,black box score benign,black box score malware,black box score gen malware,black box accuracy malware,black box accuracy gen malware,malware set confusion matrix,gen malware set confusion matrix,malware set precision,malware set recall,malware set f1,gen malware set precision,gen malware set recall,gen malware set f1,gen malware perturbations avg
0,permissions,rf,0.9554655870445344,0.9498607242339833,0.0,0.9521452145214522,0.38943894389438943,"{'true_pos': 341, 'true_neg': 236, 'false_pos': 11, 'false_neg': 18}","{'true_pos': 0, 'true_neg': 236, 'false_pos': 11, 'false_neg': 359}",0.96875,0.9498607242339833,0.959212376933896,0.0,0.0,,135.77159118652344
0,permissions,rf_vs_ensemble,0.9554655870445344,0.9303621169916435,0.08635097493036212,0.9405940594059405,0.4405940594059406,"{'true_pos': 334, 'true_neg': 236, 'false_pos': 11, 'false_neg': 25}","{'true_pos': 31, 'true_neg': 236, 'false_pos': 11, 'false_neg': 328}",0.9681159420289855,0.9303621169916435,0.9488636363636364,0.7380952380952381,0.08635097493036212,0.1546134663341646,135.77159118652344
0,permissions,dt,0.9311740890688259,0.9498607242339833,0.008356545961002786,0.9422442244224423,0.3844884488448845,"{'true_pos': 341, 'true_neg': 230, 'false_pos': 17, 'false_neg': 18}","{'true_pos': 3, 'true_neg': 230, 'false_pos': 17, 'false_neg': 356}",0.952513966480447,0.9498607242339833,0.9511854951185496,0.15,0.008356545961002786,0.0158311345646438,72.91643524169922
0,permissions,dt_vs_ensemble,0.9554655870445344,0.9303621169916435,0.8802228412256268,0.9405940594059405,0.9108910891089109,"{'true_pos': 334, 'true_neg': 236, 'false_pos': 11, 'false_neg': 25}","{'true_pos': 316, 'true_neg': 236, 'false_pos': 11, 'false_neg': 43}",0.9681159420289855,0.9303621169916435,0.9488636363636364,0.9663608562691132,0.8802228412256268,0.9212827988338192,72.91643524169922
0,permissions,svm,0.9149797570850202,0.9331476323119777,0.0,0.9257425742574258,0.37293729372937295,"{'true_pos': 335, 'true_neg': 226, 'false_pos': 21, 'false_neg': 24}","{'true_pos': 0, 'true_neg': 226, 'false_pos': 21, 'false_neg': 359}",0.9410112359550562,0.9331476323119777,0.9370629370629371,0.0,0.0,,165.63230895996094
0,permissions,svm_vs_ensemble,0.9554655870445344,0.9303621169916435,0.1392757660167131,0.9405940594059405,0.47194719471947194,"{'true_pos': 334, 'true_neg': 236, 'false_pos': 11, 'false_neg': 25}","{'true_pos': 50, 'true_neg': 236, 'false_pos': 11, 'false_neg': 309}",0.9681159420289855,0.9303621169916435,0.9488636363636364,0.819672131147541,0.1392757660167131,0.2380952380952381,165.63230895996094
0,permissions,knn,0.9149797570850202,0.958217270194986,0.1309192200557103,0.9405940594059405,0.4504950495049505,"{'true_pos': 344, 'true_neg': 226, 'false_pos': 21, 'false_neg': 15}","{'true_pos': 47, 'true_neg': 226, 'false_pos': 21, 'false_neg': 312}",0.9424657534246575,0.958217270194986,0.9502762430939227,0.6911764705882353,0.1309192200557103,0.2201405152224824,126.47911071777344
0,permissions,knn_vs_ensemble,0.9554655870445344,0.9303621169916435,0.08913649025069638,0.9405940594059405,0.44224422442244227,"{'true_pos': 334, 'true_neg': 236, 'false_pos': 11, 'false_neg': 25}","{'true_pos': 32, 'true_neg': 236, 'false_pos': 11, 'false_neg': 327}",0.9681159420289855,0.9303621169916435,0.9488636363636364,0.7441860465116279,0.08913649025069638,0.15920398009950248,126.51253509521484
0,permissions,gnb,0.9919028340080972,0.42896935933147634,0.002785515320334262,0.6584158415841584,0.40594059405940597,"{'true_pos': 154, 'true_neg': 245, 'false_pos': 2, 'false_neg': 205}","{'true_pos': 1, 'true_neg': 245, 'false_pos': 2, 'false_neg': 358}",0.9871794871794872,0.42896935933147634,0.5980582524271845,0.3333333333333333,0.002785515320334262,0.0055248618784530384,84.00835418701172
0,permissions,gnb_vs_ensemble,0.9554655870445344,0.9303621169916435,0.7437325905292479,0.9405940594059405,0.83003300330033,"{'true_pos': 334, 'true_neg': 236, 'false_pos': 11, 'false_neg': 25}","{'true_pos': 267, 'true_neg': 236, 'false_pos': 11, 'false_neg': 92}",0.9681159420289855,0.9303621169916435,0.9488636363636364,0.960431654676259,0.7437325905292479,0.8383045525902668,84.00835418701172
0,permissions,lr,0.9311740890688259,0.9220055710306406,0.0,0.9257425742574258,0.3795379537953795,"{'true_pos': 331, 'true_neg': 230, 'false_pos': 17, 'false_neg': 28}","{'true_pos': 0, 'true_neg': 230, 'false_pos': 17, 'false_neg': 359}",0.9511494252873564,0.9220055710306406,0.9363507779349364,0.0,0.0,,158.22283935546875
0,permissions,lr_vs_ensemble,0.9554655870445344,0.9303621169916435,1.0,0.9405940594059405,0.9818481848184818,"{'true_pos': 334, 'true_neg': 236, 'false_pos': 11, 'false_neg': 25}","{'true_pos': 359, 'true_neg': 236, 'false_pos': 11, 'false_neg': 0}",0.9681159420289855,0.9303621169916435,0.9488636363636364,0.9702702702702702,1.0,0.9849108367626885,158.22283935546875
0,permissions,mlp,0.9595141700404858,0.8857938718662952,0.002785515320334262,0.9158415841584159,0.3927392739273927,"{'true_pos': 318, 'true_neg': 237, 'false_pos': 10, 'false_neg': 41}","{'true_pos': 1, 'true_neg': 237, 'false_pos': 10, 'false_neg': 358}",0.9695121951219512,0.8857938718662952,0.925764192139738,0.09090909090909091,0.002785515320334262,0.005405405405405405,121.2590560913086
